doy_int,clim
1,21.508333333333333
2,21.497916666666665
3,21.768749999999997
4,21.871875
5,22.214583333333334
6,22.460416666666667
7,22.15625
8,21.833333333333332
9,21.516666666666666
10,21.865625
11,21.586458333333333
12,21.22083333333333
13,21.201041666666665
14,21.409375
15,21.710416666666667
16,21.472916666666666
17,21.822916666666668
18,20.93645833333333
19,20.588541666666668
20,21.061458333333334
21,21.602083333333333
22,22.241666666666667
23,21.880208333333336
24,21.515625
25,21.370833333333334
26,21.518749999999997
27,21.81145833333333
28,21.36145833333333
29,21.305208333333333
30,21.065625
31,21.398958333333333
32,21.832291666666666
33,22.357291666666665
34,22.696875
35,22.47083333333333
36,22.969791666666666
37,23.052083333333336
38,23.505208333333332
39,23.616666666666667
40,23.30625
41,22.327083333333334
42,22.192708333333336
43,22.405208333333334
44,22.593749999999996
45,22.529166666666665
46,22.19895833333333
47,22.126041666666666
48,22.438541666666666
49,23.275
50,23.40208333333333
51,22.22083333333333
52,21.633333333333333
53,22.082291666666666
54,21.878124999999997
55,21.508333333333333
56,22.00208333333333
57,22.461458333333333
58,22.57604166666667
59,22.860416666666666
60,23.469791666666666
61,23.209374999999998
62,22.392708333333335
63,23.004166666666663
64,23.816666666666666
65,23.634722222222223
66,23.740277777777777
67,23.119444444444444
68,23.0
69,23.090277777777775
70,23.400000000000002
71,23.543055555555554
72,23.363888888888884
73,23.455555555555552
74,24.079166666666666
75,24.355555555555554
76,24.397222222222222
77,24.661111111111108
78,25.145833333333332
79,25.458333333333332
80,25.983333333333334
81,25.545833333333334
82,25.41944444444444
83,25.222222222222225
84,26.069444444444443
85,26.209722222222222
86,26.587499999999995
87,25.587499999999995
88,25.741666666666664
89,25.602777777777778
90,25.7375
91,25.891666666666666
92,25.120833333333334
93,24.690277777777776
94,25.183333333333334
95,25.91388888888889
96,25.768055555555552
97,25.46111111111111
98,25.230555555555554
99,24.680555555555554
100,25.018055555555552
101,25.727777777777778
102,25.816666666666666
103,26.25833333333333
104,26.681944444444444
105,26.602777777777778
106,26.38333333333333
107,26.743055555555557
108,26.615277777777777
109,27.04861111111111
110,27.256944444444443
111,27.694444444444443
112,27.42638888888889
113,27.683333333333334
114,27.724999999999998
115,27.820833333333336
116,27.469444444444445
117,27.302777777777777
118,27.55
119,27.2375
120,26.655555555555555
121,26.84166666666667
122,26.373611111111114
123,26.552777777777777
124,27.037499999999998
125,27.568055555555556
126,27.966666666666665
127,28.218055555555555
128,27.741666666666664
129,27.555555555555557
130,28.043055555555554
131,28.125
132,28.29583333333333
133,28.308333333333334
134,28.17222222222222
135,28.32777777777778
136,28.0125
137,28.1875
138,28.516666666666666
139,28.95277777777778
140,29.159722222222225
141,28.96388888888889
142,29.575
143,29.69722222222222
144,28.820833333333336
145,28.5125
146,28.976388888888888
147,28.743055555555554
148,28.598611111111108
149,28.894444444444446
150,29.480555555555554
151,30.093055555555555
152,30.34861111111111
153,30.50833333333333
154,30.96111111111111
155,30.669444444444448
156,29.773611111111112
157,29.495833333333326
158,29.05138888888889
159,28.852777777777778
160,29.251388888888886
161,29.544444444444448
162,29.60694444444444
163,29.177777777777777
164,30.02638888888889
165,30.372222222222224
166,30.083333333333332
167,30.40138888888889
168,30.16944444444444
169,30.772222222222222
170,30.991666666666664
171,31.163888888888888
172,31.683333333333334
173,31.206944444444446
174,30.566666666666666
175,30.11388888888889
176,29.940277777777776
177,29.837500000000002
178,30.04861111111111
179,30.86111111111111
180,30.97361111111111
181,30.629166666666663
182,30.272222222222222
183,30.165277777777774
184,31.13333333333333
185,30.654166666666665
186,30.3875
187,29.23194444444444
188,28.883333333333336
189,29.069444444444443
190,28.55138888888889
191,28.325
192,28.718055555555555
193,28.88611111111111
194,29.159722222222218
195,29.15416666666667
196,29.08888888888889
197,28.815277777777776
198,28.86388888888889
199,29.938888888888886
200,29.274999999999995
201,28.927777777777777
202,28.933333333333334
203,28.873611111111114
204,28.897222222222222
205,28.536111111111108
206,28.818055555555556
207,29.531944444444445
208,30.07638888888889
209,30.43194444444444
210,30.331944444444446
211,30.388888888888886
212,30.583333333333332
213,30.498611111111114
214,30.072222222222223
215,30.625
216,30.694444444444443
217,31.177777777777777
218,31.475000000000005
219,31.230555555555554
220,30.227777777777778
221,30.376388888888886
222,30.518055555555552
223,30.366666666666664
224,30.42083333333333
225,30.347222222222218
226,30.29444444444444
227,29.88333333333333
228,29.330555555555552
229,29.434722222222224
230,29.861111111111114
231,29.625
232,28.962499999999995
233,29.333333333333332
234,29.341666666666665
235,29.406944444444445
236,29.38611111111111
237,29.718055555555555
238,29.60972222222222
239,29.462500000000002
240,29.413888888888888
241,28.194444444444443
242,28.18472222222222
243,27.80972222222222
244,28.686111111111114
245,28.959722222222222
246,28.988888888888884
247,28.73888888888889
248,28.34861111111111
249,28.018055555555552
250,26.983333333333334
251,27.558333333333334
252,27.843055555555555
253,27.487499999999997
254,27.724999999999998
255,27.645833333333332
256,28.076388888888886
257,27.854166666666668
258,27.686111111111114
259,27.641666666666666
260,27.73472222222222
261,27.941666666666666
262,27.825
263,27.844444444444438
264,27.369444444444444
265,27.497222222222224
266,27.23333333333333
267,27.129166666666666
268,26.455555555555552
269,26.918055555555558
270,26.944444444444443
271,27.233333333333334
272,27.258333333333336
273,27.352777777777778
274,27.29722222222222
275,27.445833333333336
276,27.01388888888889
277,26.683333333333334
278,26.861111111111114
279,26.849999999999998
280,27.0
281,26.909722222222225
282,26.513888888888886
283,26.255555555555556
284,26.52638888888889
285,25.62222222222222
286,25.01805555555556
287,25.22361111111111
288,25.98888888888889
289,25.780555555555555
290,25.82361111111111
291,25.879166666666663
292,25.71111111111111
293,26.040277777777778
294,25.78333333333333
295,25.2625
296,25.361111111111114
297,25.693055555555556
298,25.543055555555554
299,26.02638888888889
300,25.968055555555555
301,25.968055555555555
302,25.788888888888888
303,25.344444444444445
304,25.44027777777778
305,25.344444444444445
306,25.072222222222223
307,24.829166666666666
308,25.33888888888889
309,25.558333333333334
310,25.58888888888889
311,25.35972222222222
312,25.369444444444444
313,25.377777777777776
314,25.19861111111111
315,25.126388888888886
316,25.355555555555554
317,24.858333333333334
318,24.808333333333334
319,25.186111111111114
320,25.627777777777776
321,24.626388888888886
322,24.520833333333332
323,24.406944444444445
324,24.601388888888888
325,24.85833333333333
326,24.79722222222222
327,24.83055555555556
328,24.88611111111111
329,24.844444444444445
330,24.918055555555554
331,24.925
332,24.879166666666666
333,25.150000000000002
334,24.868055555555557
335,23.991666666666664
336,23.822222222222223
337,23.73888888888889
338,23.7375
339,23.525000000000002
340,23.376388888888886
341,22.811111111111114
342,23.263888888888886
343,23.527777777777775
344,23.1375
345,23.118055555555557
346,23.145833333333332
347,22.705555555555552
348,22.729166666666668
349,23.21388888888889
350,23.691666666666663
351,23.056944444444444
352,22.069444444444443
353,21.569444444444443
354,21.65833333333333
355,21.218055555555555
356,20.94722222222222
357,21.001388888888886
358,21.60138888888889
359,21.66944444444444
360,21.541666666666668
361,21.863888888888884
362,21.877777777777776
363,22.71111111111111
364,22.644444444444446
365,22.290277777777778
366,22.290277777777778
