horizon,bias,w,val_mae_final
1,-0.44974517822265625,0.4,2.8700119188569055
2,-0.8570327758789062,0.66,3.713834632866452
3,-0.9821243286132812,0.78,4.077390262104341
4,-1.0384750366210938,0.93,4.266774834125487
5,-0.9036102294921875,0.93,4.291401404944856
6,-0.6858978271484375,0.88,4.278337321586927
7,-0.5396194458007812,0.78,4.226404378354383
