date,target,y_pred,baseline_pred
2026-03-05,rh_avg,77.44134071350098,80.75
2026-03-06,rh_avg,82.89431793212891,80.75
2026-03-07,rh_avg,82.67722518920898,80.75
2026-03-08,rh_avg,76.81044921875,80.75
2026-03-09,rh_avg,76.7403157043457,80.75
2026-03-10,rh_avg,73.5733610534668,80.75
2026-03-11,rh_avg,80.87805847167968,80.75
