horizon,bias,w,val_mae_final
1,0.35668182373046875,0.6900000000000001,1.953691036858377
2,0.605621337890625,0.86,2.1977606884062904
3,0.6506271362304688,0.9400000000000001,2.270055465060689
4,0.6915130615234375,0.96,2.2923267448800737
5,0.7396392822265625,0.99,2.29374947968521
6,0.774810791015625,0.99,2.2912862704037074
7,0.7442626953125,0.97,2.2914849638872488
