date,target,y_pred,baseline_pred
2026-03-05,temp_avg,27.39216895071666,27.371875000000006
2026-03-06,temp_avg,26.728631019910175,27.00208333333334
2026-03-07,temp_avg,26.999163390831814,27.013194444444448
2026-03-08,temp_avg,27.18405280884107,27.185416666666672
2026-03-09,temp_avg,27.140942818833718,26.95763888888889
2026-03-10,temp_avg,27.065739097125004,26.579861111111118
2026-03-11,temp_avg,27.445195445828965,27.261805555555558
