horizon,bias,w,val_mae_final
1,-0.31947048008441925,0.32,0.4580675118954375
2,-0.285996675491333,0.63,0.616145510111368
3,-0.297636941075325,0.73,0.671012811032762
4,-0.35320115089416504,0.74,0.6977767241154686
5,-0.3670777231454849,0.8200000000000001,0.7097509400963309
6,-0.3571445345878601,0.84,0.708053189252131
7,-0.35671544075012207,0.8200000000000001,0.7048339878329851
