horizon,bias,w,val_mae_final
1,-0.3139731287956238,0.29,0.49124804378953146
2,-0.30107104778289795,0.5700000000000001,0.606044792523742
3,-0.3178400993347168,0.68,0.6545066502755147
4,-0.354862242937088,0.84,0.6770116150158257
5,-0.3901768922805786,0.86,0.6968458364884798
6,-0.4119495749473572,0.92,0.7043046542144757
7,-0.4452451467514038,0.84,0.7069476696969043
