horizon,bias,w,val_mae_final
1,0.8526077270507812,0.55,2.9291817465864516
2,0.6503677368164062,0.8200000000000001,3.249369602043981
3,0.620697021484375,0.85,3.3608264003955557
4,0.6259918212890625,0.91,3.4814078791626315
5,0.6983566284179688,0.97,3.5145101978652655
6,0.7188339233398438,1.0,3.542657931867084
7,0.7883224487304688,0.98,3.588848600325589
